street_number,street_name,city,state,country,address,bedroom,bathrooms,property_sqft,property_age,lot_sqft,dom,view,pool,commission,sale_date,price_per_sqft,sale_price
68640,Baristo RD,Cathedral City,CA,United States of America,"68640, Baristo RD, Cathedral City, CA, United States of America",3,2,1256,67,7841,24,Y,Y,2.5,45019,338.38,425000
43241,Virginia AVE,Palm Desert,CA,United States of America,"43241, Virginia AVE, Palm Desert, CA, United States of America",3,2,1777,47,6534,24,N,Y,2.5,44805,270.12,480000
26573,Basswood AVE,Rancho Palos Verdes,CA,United States of America,"26573, Basswood AVE, Rancho Palos Verdes, CA, United States of America",3,2,1357,67,11110,24,N,Y,2.5,44820,1031.69,1400000
15121,Lemay ST,Van Nuys,CA,United States of America,"15121, Lemay ST, Van Nuys, CA, United States of America",3,2,1561,68,6187,24,Y,Y,2.5,44888,549.65,858000
11814,Hesby ST,Valley Village,CA,United States of America,"11814, Hesby ST, Valley Village, CA, United States of America",3,2,2167,86,8101,24,N,Y,2.5,44799,839.87,1820000
6632,Hesperia AVE,Reseda,CA,United States of America,"6632, Hesperia AVE, Reseda, CA, United States of America",3,2,1483,73,6788,25,Y,Y,2.5,44988,569.79,845000
78543,San Marino CT,La Quinta,CA,United States of America,"78543, San Marino CT, La Quinta, CA, United States of America",3,2,2400,24,7841,25,Y,Y,2.5,45042,269.58,647000
54465,Avenida Rubio,La Quinta,CA,United States of America,"54465, Avenida Rubio, La Quinta, CA, United States of America",3,2,1704,23,5227,25,Y,Y,2.5,45042,350.88,597900
28508,Mission DR,Menifee,CA,United States of America,"28508, Mission DR, Menifee, CA, United States of America",3,2,1942,23,7841,25,N,Y,2.5,44873,274.46,533000
2320 S,Caldwell AVE,Ontario,CA,United States of America,"2320 S, Caldwell AVE, Ontario, CA, United States of America",3,2,1432,44,7800,25,Y,Y,2.5,44950,439.94,630000
9818,Delco AVE,Chatsworth,CA,United States of America,"9818, Delco AVE, Chatsworth, CA, United States of America",3,2,1558,64,8040,25,N,Y,2.5,44785,545.57,850000
13765,Hermano WAY,Desert Hot Springs,CA,United States of America,"13765, Hermano WAY, Desert Hot Springs, CA, United States of America",3,2,1318,33,9148,25,Y,Y,2.5,45007,254.17,335000
43756,Secure PL,Lancaster,CA,United States of America,"43756, Secure PL, Lancaster, CA, United States of America",3,2,1939,48,9027,25,N,Y,2.5,44909,260.44,505000
14838,Los Fuentes Road,La Mirada,CA,United States of America,"14838, Los Fuentes Road, La Mirada, CA, United States of America",3,2,1685,69,6900,25,Y,Y,2.5,44911,521.66,879000
242 E,124th ST,Los Angeles,CA,United States of America,"242 E, 124th ST, Los Angeles, CA, United States of America",3,2,1193,66,4996,25,N,Y,2.5,44993,406.54,485000
309,Nancy WAY,La Canada Flintridge,CA,United States of America,"309, Nancy WAY, La Canada Flintridge, CA, United States of America",3,2,1748,68,9611,25,Y,Y,2.5,44922,849.24,1484470
81578,Ulrich DR,La Quinta,CA,United States of America,"81578, Ulrich DR, La Quinta, CA, United States of America",3,2,1845,18,8712,26,Y,Y,2.5,44803,582.66,1075000
2106 W,Beacon AVE,Anaheim,CA,United States of America,"2106 W, Beacon AVE, Anaheim, CA, United States of America",3,2,1290,68,8165,26,N,Y,2.5,44881,546.51,705000
23726,La Salle Canyon RD,Newhall,CA,United States of America,"23726, La Salle Canyon RD, Newhall, CA, United States of America",3,2,1891,44,48028,26,Y,Y,2.5,44785,475.94,900000
9246,Timberlane AVE,Hesperia,CA,United States of America,"9246, Timberlane AVE, Hesperia, CA, United States of America",3,2,1736,48,20000,26,Y,Y,2.5,44900,270.74,470000
16034,Jersey ST,Granada Hills,CA,United States of America,"16034, Jersey ST, Granada Hills, CA, United States of America",3,2,1264,69,7501,26,N,Y,2.5,45020,624.21,789000
23661,Mill Valley RD,Valencia,CA,United States of America,"23661, Mill Valley RD, Valencia, CA, United States of America",3,2,1384,52,5672,26,Y,Y,2.5,44981,585.26,810000
54680,Avenida Juarez,La Quinta,CA,United States of America,"54680, Avenida Juarez, La Quinta, CA, United States of America",3,2,1940,4,4792,26,Y,Y,2.5,44791,438.14,850000
36421,Sandsu CIR,Rancho Mirage,CA,United States of America,"36421, Sandsu CIR, Rancho Mirage, CA, United States of America",3,2,1680,65,9148,26,Y,Y,2.5,44830,919.64,1545000
13812,Sandhurst PL,North Tustin,CA,United States of America,"13812, Sandhurst PL, North Tustin, CA, United States of America",3,2,2285,63,10000,27,N,Y,2.5,44929,522.98,1195000
12800,Miracle Hill RD,Desert Hot Springs,CA,United States of America,"12800, Miracle Hill RD, Desert Hot Springs, CA, United States of America",3,2,1560,18,7841,27,Y,Y,2.5,45003,394.23,615000
68377,Riviera RD,Cathedral City,CA,United States of America,"68377, Riviera RD, Cathedral City, CA, United States of America",3,2,1680,22,8276,27,Y,Y,2.5,44991,327.38,550000
22950,Chambray,Moreno Valley,CA,United States of America,"22950, Chambray, Moreno Valley, CA, United States of America",3,2,852,40,7841,27,Y,Y,2.5,44924,528.17,450000
40463,Marsha CT,Hemet,CA,United States of America,"40463, Marsha CT, Hemet, CA, United States of America",3,2,1410,46,7405,27,Y,Y,2.5,44918,304.96,430000
861,Roxanne AVE,Long Beach,CA,United States of America,"861, Roxanne AVE, Long Beach, CA, United States of America",3,2,1517,64,6778,27,Y,Y,2.5,44888,741.02,1124125
306 E,Rancho RD,Corona,CA,United States of America,"306 E, Rancho RD, Corona, CA, United States of America",3,2,1231,61,7405,27,Y,Y,2.5,44895,487.41,600000
6272,Belle AVE,Buena Park,CA,United States of America,"6272, Belle AVE, Buena Park, CA, United States of America",3,2,1187,64,6000,27,Y,Y,2.5,44799,716.01,849900
1536,Tabor Hill CT,San Jacinto,CA,United States of America,"1536, Tabor Hill CT, San Jacinto, CA, United States of America",3,2,1599,35,8712,27,N,Y,2.5,44776,309.57,495000
1964,El Arbolita DR,Glendale,CA,United States of America,"1964, El Arbolita DR, Glendale, CA, United States of America",3,2,1682,87,9001,28,Y,Y,2.5,44789,807.07,1357500
22501,Burton ST,West Hills,CA,United States of America,"22501, Burton ST, West Hills, CA, United States of America",3,2,1300,63,6946,28,Y,Y,2.5,44838,623.08,810000
5162 W,139th ST,Hawthorne,CA,United States of America,"5162 W, 139th ST, Hawthorne, CA, United States of America",3,2,1563,63,6002,28,Y,Y,2.5,44834,751.76,1175000
1519 E,Van Bibber AVE,Orange,CA,United States of America,"1519 E, Van Bibber AVE, Orange, CA, United States of America",3,2,1416,50,6844,28,Y,Y,2.5,44811,688.56,975000
359 N,Sweetzer AVE,Los Angeles,CA,United States of America,"359 N, Sweetzer AVE, Los Angeles, CA, United States of America",3,2,1746,94,6506,28,N,Y,2.5,44993,1301.83,2273000
635,Scottdale AVE,Glendora,CA,United States of America,"635, Scottdale AVE, Glendora, CA, United States of America",3,2,1166,63,7515,28,Y,Y,2.5,44988,613.21,715000
6825,Bianca AVE,Van Nuys,CA,United States of America,"6825, Bianca AVE, Van Nuys, CA, United States of America",3,2,1639,67,6668,28,N,Y,2.5,44908,558.27,915000
819,Fordland AVE,La Verne,CA,United States of America,"819, Fordland AVE, La Verne, CA, United States of America",3,2,1563,61,8325,28,Y,Y,2.5,44854,550.22,860000
33537,Drill RD,Agua Dulce,CA,United States of America,"33537, Drill RD, Agua Dulce, CA, United States of America",3,2,2331,45,217800,28,Y,Y,2.5,44805,499.79,1165000
10624,Elgers ST,Bellflower,CA,United States of America,"10624, Elgers ST, Bellflower, CA, United States of America",3,2,1215,65,6057,28,N,Y,2.5,44799,584.36,710000
13358,Hartland ST,Valley Glen,CA,United States of America,"13358, Hartland ST, Valley Glen, CA, United States of America",3,2,1684,68,7989,28,N,Y,2.5,44859,522.57,880000
37281,Melrose DR,Cathedral City,CA,United States of America,"37281, Melrose DR, Cathedral City, CA, United States of America",3,2,1478,44,7841,29,Y,Y,2.5,44866,608.93,900000
4924,Lowell AVE,La Crescenta,CA,United States of America,"4924, Lowell AVE, La Crescenta, CA, United States of America",3,2,1720,76,12368,29,Y,Y,2.5,44915,502.91,865000
5391 E,La Pasada ST,Long Beach,CA,United States of America,"5391 E, La Pasada ST, Long Beach, CA, United States of America",3,2,2433,70,12469,29,Y,Y,2.5,45002,651.46,1585000
31015,Avenida Alvera,Cathedral City,CA,United States of America,"31015, Avenida Alvera, Cathedral City, CA, United States of America",3,2,1516,38,7841,29,Y,Y,2.5,45069,356.2,540000
19116,Napa ST,Northridge,CA,United States of America,"19116, Napa ST, Northridge, CA, United States of America",3,2,1476,67,8104,29,N,Y,2.5,44985,562.33,830000
7201,Lowell ST,Stanton,CA,United States of America,"7201, Lowell ST, Stanton, CA, United States of America",3,2,1672,64,11016,29,Y,Y,2.5,44813,541.27,905000
82293,Travolta AVE,Indio,CA,United States of America,"82293, Travolta AVE, Indio, CA, United States of America",3,2,1885,17,5227,29,Y,Y,2.5,45041,291.78,550000
6219,Flora AVE,Bell,CA,United States of America,"6219, Flora AVE, Bell, CA, United States of America",3,2,1206,84,5906,29,Y,Y,2.5,44839,509.95,615000
10707,Wolcott PL,Mission Hills San,CA,United States of America,"10707, Wolcott PL, Mission Hills San, CA, United States of America",3,2,1451,68,9906,29,Y,Y,2.5,44852,558.24,810000
829,Bridwell ST,Glendora,CA,United States of America,"829, Bridwell ST, Glendora, CA, United States of America",3,2,1501,70,7870,29,N,Y,2.5,44887,503,755000
2535 E,Burdie LN,Orange,CA,United States of America,"2535 E, Burdie LN, Orange, CA, United States of America",3,2,1853,61,8100,3,Y,Y,2.5,44895,696.17,1290000
23047,Frisca DR,Valencia,CA,United States of America,"23047, Frisca DR, Valencia, CA, United States of America",3,2,1529,46,9577,3,Y,Y,2.5,44802,536.95,821000
636 S,Roxbury DR,Palm Springs,CA,United States of America,"636 S, Roxbury DR, Palm Springs, CA, United States of America",3,2,1278,65,10454,3,Y,Y,2.5,45068,555.56,710000
1922 E,Rancho Grande DR,Covina,CA,United States of America,"1922 E, Rancho Grande DR, Covina, CA, United States of America",3,2,2037,55,22153,3,Y,Y,2.5,44782,540.01,1100000
20916,Alaminos Dr.,Saugus,CA,United States of America,"20916, Alaminos Dr., Saugus, CA, United States of America",3,2,1566,57,6367,3,Y,Y,2.5,44792,472.86,740500
29701,Grandifloras RD,Canyon Country,CA,United States of America,"29701, Grandifloras RD, Canyon Country, CA, United States of America",3,2,1444,54,7189,3,N,Y,2.5,44872,491.69,710000
15,Santa Bella RD,Rolling Hills Estates,CA,United States of America,"15, Santa Bella RD, Rolling Hills Estates, CA, United States of America",3,2,1923,66,30697,3,Y,Y,2.5,44775,985.44,1895000
3101,Copa De Oro DR,Rossmoor,CA,United States of America,"3101, Copa De Oro DR, Rossmoor, CA, United States of America",3,2,1415,65,7700,3,N,Y,2.5,44875,975.27,1380000
25524,Brownestone WAY,Murrieta,CA,United States of America,"25524, Brownestone WAY, Murrieta, CA, United States of America",3,2,1924,35,6970,3,N,Y,2.5,44882,317.57,611000
1416,Dolphin TER,Corona Del Mar,CA,United States of America,"1416, Dolphin TER, Corona Del Mar, CA, United States of America",3,2,1529,69,7802,3,N,Y,2.5,44823,2285.81,3495000
33640,Nandina LN,Murrieta,CA,United States of America,"33640, Nandina LN, Murrieta, CA, United States of America",3,2,1972,21,9583,3,Y,Y,2.5,45005,319.47,630000
8149,Amador AVE,Yucca Valley,CA,United States of America,"8149, Amador AVE, Yucca Valley, CA, United States of America",3,2,1830,47,19500,3,Y,Y,2.5,45050,245.9,450000
14272,Pamlico RD,Apple Valley,CA,United States of America,"14272, Pamlico RD, Apple Valley, CA, United States of America",3,2,2002,58,53140,3,Y,Y,2.5,44991,207.29,415000
1008 E,Apache RD,Palm Springs,CA,United States of America,"1008 E, Apache RD, Palm Springs, CA, United States of America",3,2,1600,66,10890,3,Y,Y,2.5,45043,1140.62,1825000
25621,Blossom Park ST,Lake Forest,CA,United States of America,"25621, Blossom Park ST, Lake Forest, CA, United States of America",3,2,1471,51,5700,3,Y,Y,2.5,44931,639.02,940000
1050,Moffatt ST,Rialto,CA,United States of America,"1050, Moffatt ST, Rialto, CA, United States of America",3,2,1683,44,8400,3,Y,Y,2.5,45058,334.52,563000
23433,Schoolcraft ST,West Hills,CA,United States of America,"23433, Schoolcraft ST, West Hills, CA, United States of America",3,2,1570,64,7997,3,Y,Y,2.5,45013,575.16,903000
512 W,Palm AVE,Monrovia,CA,United States of America,"512 W, Palm AVE, Monrovia, CA, United States of America",3,2,1202,97,8640,3,Y,Y,2.5,44964,894.34,1075000
5852,Melvin AVE,Tarzana,CA,United States of America,"5852, Melvin AVE, Tarzana, CA, United States of America",3,2,2350,85,43615,3,N,Y,2.5,44953,882.98,2075000
1061 E,Olive WAY,Palm Springs,CA,United States of America,"1061 E, Olive WAY, Palm Springs, CA, United States of America",3,2,1587,67,8712,3,Y,Y,2.5,45009,693.13,1100000
4941,Saint Andrews AVE,Buena Park,CA,United States of America,"4941, Saint Andrews AVE, Buena Park, CA, United States of America",3,2,1615,66,10150,3,N,Y,2.5,45000,563.47,910000
8471,Yorktown AVE,Huntington Beach,CA,United States of America,"8471, Yorktown AVE, Huntington Beach, CA, United States of America",3,2,1586,57,9278,30,Y,Y,2.5,44993,725.09,1150000
2616 N,Buena Vista ST,Burbank,CA,United States of America,"2616 N, Buena Vista ST, Burbank, CA, United States of America",3,2,1598,72,6306,30,Y,Y,2.5,45044,813.45,1299900
6033 W,76th ST,Westchester,CA,United States of America,"6033 W, 76th ST, Westchester, CA, United States of America",3,2,1542,76,7813,30,Y,Y,2.5,44853,1183.53,1825000
39509,Diego Drive,Temecula,CA,United States of America,"39509, Diego Drive, Temecula, CA, United States of America",3,2,1329,29,7405,30,N,Y,2.5,44895,466.44,619900
78671,Runaway Bay DR,Bermuda Dunes,CA,United States of America,"78671, Runaway Bay DR, Bermuda Dunes, CA, United States of America",3,2,1833,20,10454,30,Y,Y,2.5,44823,379.16,695000
78305,Cloveridge WAY,Palm Desert,CA,United States of America,"78305, Cloveridge WAY, Palm Desert, CA, United States of America",3,2,2042,22,6970,30,N,Y,2.5,44776,330.56,675000
455 E,Hokona,Palm Springs,CA,United States of America,"455 E, Hokona, Palm Springs, CA, United States of America",3,2,1720,55,8712,30,Y,Y,2.5,44942,627.91,1080000
67415,Garbino RD,Cathedral City,CA,United States of America,"67415, Garbino RD, Cathedral City, CA, United States of America",3,2,1517,38,8276,30,Y,Y,2.5,44868,335.53,509000
839 N,Camino Condor,Palm Springs,CA,United States of America,"839 N, Camino Condor, Palm Springs, CA, United States of America",3,2,1624,44,12197,31,Y,Y,2.5,44993,661.95,1075000
931,Kirby DR,La Habra,CA,United States of America,"931, Kirby DR, La Habra, CA, United States of America",3,2,1500,67,9600,31,N,Y,2.5,44981,510,765000
13545,CIELO AZUL WAY,Desert Hot Springs,CA,United States of America,"13545, CIELO AZUL WAY, Desert Hot Springs, CA, United States of America",3,2,1559,32,6970,31,Y,Y,2.5,44775,391.28,610000
1517,Forane ST,Barstow,CA,United States of America,"1517, Forane ST, Barstow, CA, United States of America",3,2,1302,59,7130,31,Y,Y,2.5,44804,215.05,280000
82531,Alda DR,Indio,CA,United States of America,"82531, Alda DR, Indio, CA, United States of America",3,2,1833,18,6098,31,N,Y,2.5,44820,321.33,589000
643 E,Evans ST,San Jacinto,CA,United States of America,"643 E, Evans ST, San Jacinto, CA, United States of America",3,2,1344,45,12197,31,N,Y,2.5,44827,316.96,426000
53420,Avenida Juarez,La Quinta,CA,United States of America,"53420, Avenida Juarez, La Quinta, CA, United States of America",3,2,1529,24,5227,31,Y,Y,2.5,44972,346.63,530000
6120,Rogers LN,San Bernardino,CA,United States of America,"6120, Rogers LN, San Bernardino, CA, United States of America",3,2,1569,59,9200,31,Y,Y,2.5,44866,305.93,480000
5713,Wolfe ST,Lakewood,CA,United States of America,"5713, Wolfe ST, Lakewood, CA, United States of America",3,2,1716,72,5300,31,N,Y,2.5,44985,539.04,925000
44580 S,Heritage Palms DR,Indio,CA,United States of America,"44580 S, Heritage Palms DR, Indio, CA, United States of America",3,2,2672,25,7405,31,Y,Y,2.5,44935,301.27,805000
41334,Myrtle ST,Palmdale,CA,United States of America,"41334, Myrtle ST, Palmdale, CA, United States of America",3,2,2537,34,15286,31,N,Y,2.5,44967,240.44,610000
22444,Venido RD,Woodland Hills,CA,United States of America,"22444, Venido RD, Woodland Hills, CA, United States of America",3,2,1523,67,6607,32,Y,Y,2.5,44931,709.13,1080000
69288,Kemper CT,Cathedral City,CA,United States of America,"69288, Kemper CT, Cathedral City, CA, United States of America",3,2,1509,32,8276,32,Y,Y,2.5,44844,301.52,455000
5462,Challen AVE,Riverside (City),CA,United States of America,"5462, Challen AVE, Riverside (City), CA, United States of America",3,2,1218,71,6970,32,Y,Y,2.5,44844,451.56,550000
73208,Catalina WAY,Palm Desert,CA,United States of America,"73208, Catalina WAY, Palm Desert, CA, United States of America",3,2,1400,47,7405,32,Y,Y,2.5,45042,434.29,608000
1176 W,AVENUE J11,Lancaster,CA,United States of America,"1176 W, AVENUE J11, Lancaster, CA, United States of America",3,2,1392,58,9506,32,Y,Y,2.5,44853,308.84,429900
7348,Yolanda AVE,Reseda,CA,United States of America,"7348, Yolanda AVE, Reseda, CA, United States of America",3,2,1705,73,6235,32,N,Y,2.5,44988,442.82,755000
7301,Via Collado,Rancho Palos Verdes,CA,United States of America,"7301, Via Collado, Rancho Palos Verdes, CA, United States of America",3,2,1864,62,10287,32,Y,Y,2.5,44790,857.83,1599000
44587 S,Heritage Palms DR,Indio,CA,United States of America,"44587 S, Heritage Palms DR, Indio, CA, United States of America",3,2,2466,25,6098,32,Y,Y,2.5,44858,342.66,845000
41311,Fairfax CT,Indio,CA,United States of America,"41311, Fairfax CT, Indio, CA, United States of America",3,2,2091,6,8276,32,N,Y,2.5,44792,294.6,616000
5296,Vista Real,Cypress,CA,United States of America,"5296, Vista Real, Cypress, CA, United States of America",3,2,1536,55,5820,33,Y,Y,2.5,45014,628.26,965000
